x,y
0.015554,388.1401
0.016743,388.1414
0.018194,388.1426
0.015515,388.0856
0.015773,388.1052
0.016302,388.1186
0.016666,388.138
0.01719,388.0949
0.017066,388.1114
0.017497,388.1401
0.016672,388.1273
0.015796,388.0968
0.015436,388.0756
0.01734,388.1707
0.0175,388.2028
0.016259,388.2113
0.016224,388.1957
0.014797,388.123
0.015012,388.1863
0.017806,388.2219
0.016577,388.2322
0.017531,388.2156
0.015757,388.166
0.015807,388.2291
0.016179,388.23
0.01767,388.2113
0.017519,388.2056
0.017797,388.1966
0.017388,388.2066
0.015924,388.2035
0.015681,388.2278
0.016792,388.1551
0.017335,388.1679
0.016087,388.2144
0.016208,388.239
0.016201,388.1835
0.016914,388.1688
0.016395,388.2443
0.016833,388.2646
0.016818,388.2924
0.016924,388.2886
0.016005,388.2309
0.015691,388.2603
0.019112,388.2503
0.016643,388.2858
0.017529,388.2459
0.016077,388.2597
0.015756,388.2562
0.015738,388.294
0.018231,388.2815
0.017732,388.2668
0.016857,388.2434
0.017282,388.2802
0.015899,388.2908
0.015832,388.2893
0.016731,388.2393
0.017709,388.284
0.016654,388.2734
0.015269,388.2812
0.014829,388.2834
0.017017,388.2331
0.017216,388.352
0.017148,388.3838
0.016011,388.3623
0.016946,388.3458
0.014659,388.2762
0.016003,388.3395
0.017364,388.3685
0.017302,388.3617
0.015519,388.3688
0.016284,388.3055
0.016437,388.3464
0.015114,388.3579
0.01676,388.3716
0.017585,388.3467
0.016809,388.3233
0.015055,388.3426
0.014709,388.3476
0.016787,388.3532
0.016853,388.3333
0.017181,388.3389
0.018242,388.3208
0.016801,388.3782
0.015503,388.3666
0.016581,388.2712
0.018839,388.4178
0.017278,388.4471
0.017277,388.4278
0.01652,388.4381
0.016419,388.3638
0.015292,388.4063
0.017587,388.4294
0.016511,388.4203
0.017121,388.425
0.016826,388.3857
0.016214,388.4278
0.015263,388.4297
0.017138,388.4272
0.017627,388.4515
0.016847,388.4319
0.017578,388.4409
0.015771,388.4184
0.017273,388.4184
0.015841,388.3944
0.016882,388.3885
0.016652,388.4216
0.01728,388.439
0.016067,388.4378
0.016212,388.3994
0.017354,388.5536
0.017411,388.5682
0.017607,388.5626
0.016942,388.5692
0.01593,388.5064
0.016025,388.5935
0.017688,388.5966
0.016665,388.605
0.017153,388.5807
0.017343,388.527
0.015684,388.572
0.016142,388.5707
0.016107,388.5673
0.016393,388.5642
0.017012,388.5579
0.015642,388.5879
0.016805,388.5919
0.016403,388.5707
0.016982,388.5492
0.017587,388.5495
0.016626,388.5851
0.015339,388.5679
0.014778,388.5676
0.015596,388.5336
0.017745,388.6316
0.016755,388.6643
0.017999,388.6525
0.016874,388.6366
0.016583,388.5857
0.016007,388.63
0.017401,388.6397
0.018624,388.6568
0.018626,388.6677
0.016781,388.591
0.015992,388.6228
0.016772,388.6422
0.016435,388.6347
0.018423,388.6434
0.017366,388.6135
0.016462,388.639
0.015353,388.6387
0.015824,388.6372
0.016464,388.6172
0.01729,388.6256
0.017609,388.6715
0.01671,388.6493
0.01464,388.6231
0.017432,388.6253
0.015834,388.7523
0.017203,388.7813
0.01815,388.7642
0.016959,388.8019
0.015959,388.7601
0.016659,388.7461
0.017558,388.7929
0.018237,388.8003
0.017813,388.7922
0.016032,388.7273
0.015478,388.8316
0.01553,388.786
0.016306,388.8069
0.017212,388.7857
0.018532,388.7483
0.016089,388.8022
0.015308,388.7854
0.015686,388.7716
0.016056,388.7623
0.0174,388.7579
0.016857,388.8072
0.015757,388.7941
0.01684,388.7763
0.016996,388.7392
0.016132,388.8768
0.019234,388.9426
0.017133,388.9454
0.016658,388.9355
0.016787,388.8777
0.014343,388.9289
0.016801,388.9426
0.016752,388.9286
0.01667,388.9177
0.01622,388.9236
0.016431,388.9345
0.017294,388.9589
0.017796,388.9373
0.018094,388.9311
0.0179,388.9036
0.017295,388.9498
0.015721,388.9779
0.01498,388.9255
0.018043,388.9401
0.018235,388.9286
0.016783,388.9286
0.01759,388.927
0.014692,388.9433
0.016726,388.8727
0.015864,389.0097
0.017379,388.9969
0.018705,389.025
0.017068,389.0256
0.01609,388.9489
0.015078,389.0075
0.017476,389.0003
0.015952,389.0063
0.017512,389.0178
0.016449,388.9682
0.017387,389.0013
0.015835,389.0022
0.016431,389.0066
0.017462,388.9978
0.017007,389.0003
0.016043,389.0107
0.016019,389.0125
0.016928,389.0053
0.014739,388.981
0.015977,388.9966
0.017621,388.9926
0.015837,389.0066
0.016953,389.0172
0.016018,388.9694
0.016925,389.1167
0.016119,389.1579
0.018131,389.1383
0.015966,389.1485
0.017417,389.0668
0.015836,389.1202
0.016454,389.1445
0.0163,389.1367
0.018514,389.1498
0.015247,389.0849
0.015167,389.147
0.015386,389.1517
0.015937,389.1663
0.018291,389.1567
0.016895,389.1074
0.016675,389.1214
0.015931,389.1607
0.016495,389.1698
0.016665,389.1145
0.016625,389.128
0.017856,389.1735
0.016293,389.1872
0.016138,389.1314
0.016193,389.1361
0.016887,389.2871
0.017404,389.2843
0.018646,389.293
0.017634,389.2874
0.015896,389.2113
0.016316,389.2743
0.015622,389.2943
0.016841,389.3043
0.017743,389.3236
0.016692,389.2369
0.016359,389.3024
0.017835,389.3017
0.015946,389.2999
0.01733,389.3008
0.016902,389.2827
0.015817,389.3049
0.015244,389.2777
0.015796,389.2865
0.01626,389.2802
0.017977,389.2696
0.017996,389.2702
0.015551,389.2774
0.01565,389.2961
0.0155,389.2462
0.015473,389.3248
0.017039,389.3529
0.017007,389.3797
0.016835,389.3682
0.015599,389.3248
0.016544,389.3401
0.015125,389.3791
0.01768,389.3401
0.018334,389.3822
0.018098,389.3276
0.015705,389.3791
0.016128,389.3788
0.018317,389.3657
0.01637,389.3985
0.017412,389.3589
0.017404,389.3557
0.014846,389.3513
0.017178,389.361
0.016068,389.3719
0.018455,389.3797
0.01713,389.381
0.017322,389.3835
0.017874,389.381
0.01591,389.3504
0.015951,389.4949
0.017584,389.5314
0.017765,389.5301
0.016859,389.5223
0.015253,389.4652
0.015679,389.5071
0.017671,389.5164
0.016241,389.5155
0.018337,389.5155
0.017335,389.4537
0.015429,389.5086
0.016345,389.5351
0.016814,389.5061
0.016498,389.5036
0.0176,389.4799
0.016922,389.5136
0.016497,389.4977
0.016693,389.5108
0.017828,389.4971
0.017268,389.4652
0.018594,389.4927
0.016478,389.5242
0.015785,389.5261
0.015921,389.4734
0.015345,389.6097
0.015997,389.6643
0.017587,389.6528
0.016705,389.6425
0.016873,389.5891
0.014987,389.6144
0.016256,389.6571
0.017962,389.6808
0.017849,389.6974
0.016471,389.61
0.016348,389.6668
0.016038,389.635
0.015211,389.6662
0.017425,389.6736
0.018512,389.6309
0.01723,389.668
0.01542,389.6609
0.01555,389.6596
0.016208,389.668
0.016427,389.629
0.017744,389.6637
0.016917,389.6574
0.017519,389.6702
0.016086,389.616
0.016148,389.7045
0.01735,389.7136
0.01849,389.7086
0.016631,389.736
0.017056,389.6581
0.015462,389.7258
0.01638,389.7345
0.018798,389.7358
0.017967,389.7429
0.017661,389.6999
0.016884,389.7426
0.015325,389.7358
0.016694,389.7292
0.017039,389.7482
0.017326,389.7011
0.017576,389.7442
0.015546,389.7099
0.017381,389.7386
0.016022,389.7323
0.017763,389.7151
0.017771,389.7298
0.016762,389.7364
0.016393,389.7454
0.016344,389.6896
0.016341,389.8481
0.017499,389.8746
0.018776,389.8918
0.017172,389.8546
0.017649,389.8231
0.016709,389.9014
0.017386,389.8799
0.016222,389.9033
0.016485,389.8905
0.018066,389.8116
0.016457,389.8643
0.015634,389.8553
0.015584,389.9045
0.016443,389.8783
0.017745,389.8368
0.017812,389.8746
0.017182,389.8796
0.015698,389.888
0.015266,389.8652
0.016744,389.8437
0.017663,389.8768
0.016828,389.884
0.015976,389.8933
0.016146,389.8216
0.016063,389.9832
0.016352,390.0075
0.017586,390.0431
0.016737,390.0056
0.017235,389.951
0.01604,390.0325
0.015639,389.9879
0.017753,390.0184
0.017399,390.024
0.016706,389.9614
0.017059,390.02
0.01594,390.0075
0.015762,390.0347
0.018296,390.0178
0.016829,389.9963
0.01831,390.0356
0.017059,390.0072
0.016185,390.0325
0.016911,390.0088
0.016006,389.9838
0.017387,390.0381
0.017143,390.0465
0.016712,390.0266
0.01684,390.0003
0.01506,390.1355
0.016821,390.1729
0.017693,390.1604
0.018143,390.1435
0.016019,390.0911
0.016435,390.1364
0.015677,390.1788
0.016252,390.1548
0.017718,390.1698
0.01733,390.1298
0.016095,390.1526
0.016617,390.1726
0.016284,390.1847
0.017702,390.1654
0.018016,390.1439
0.016576,390.1726
0.017885,390.1635
0.017262,390.1888
0.016219,390.1551
0.015991,390.1635
0.017469,390.1563
0.016117,390.156
0.017183,390.1666
0.01759,390.1033
0.016876,390.2228
0.017695,390.2403
0.018002,390.2344
0.017241,390.2618
0.017256,390.1785
0.016204,390.2403
0.015129,390.2378
0.015933,390.2506
0.016818,390.2428
0.016499,390.2003
0.017483,390.2422
0.015771,390.2462
0.016225,390.2346
0.017639,390.2406
0.016762,390.2003
0.017652,390.2403
0.01632,390.2687
0.016661,390.2521
0.016096,390.2468
0.015744,390.2156
0.017238,390.2296
0.01783,390.2527
0.015319,390.2453
0.015181,390.1791
0.015379,390.3435
0.01723,390.3648
0.01687,390.3835
0.017597,390.3959
0.01591,390.3357
0.016101,390.3835
0.017139,390.3863
0.016481,390.3897
0.015905,390.375
0.01822,390.3373
0.017198,390.3601
0.016525,390.3863
0.015846,390.386
0.016096,390.4028
0.016768,390.3504
0.017452,390.3563
0.017407,390.381
0.015784,390.3826
0.017034,390.3563
0.016465,390.3735
0.017153,390.3729
0.017768,390.3903
0.017364,390.391
0.017662,390.3532
0.017143,390.415
0.016844,390.4612
0.017899,390.4746
0.018385,390.4474
0.017405,390.3975
0.015768,390.4037
0.016791,390.4322
0.017309,390.498
0.016357,390.4768
0.016815,390.3826
0.01689,390.4393
0.016967,390.4924
0.016801,390.4852
0.018127,390.4596
0.018351,390.4353
0.018208,390.4724
0.017003,390.4565
0.015811,390.4368
0.015276,390.469
0.015319,390.4378
0.01727,390.4378
0.017631,390.4596
0.01717,390.4384
0.01719,390.4324
0.015722,390.551
0.017043,390.5966
0.017533,390.6091
0.017067,390.5922
0.017544,390.5423
0.016251,390.5772
0.017146,390.6044
0.016679,390.5894
0.017069,390.6128
0.01737,390.5411
0.016574,390.6163
0.016447,390.6181
0.01636,390.5866
0.015206,390.6106
0.016728,390.5763
0.01768,390.6065
0.018535,390.6
0.01569,390.5913
0.016429,390.6243
0.016412,390.581
0.018518,390.6081
0.017115,390.5947
0.017697,390.6153
0.01576,390.5423
0.015959,390.688
0.017006,390.7376
0.017691,390.7523
0.016233,390.7666
0.018073,390.6889
0.017606,390.751
0.017155,390.761
0.016297,390.7223
0.017483,390.7248
0.018152,390.7086
0.017599,390.7323
0.017371,390.7591
0.015927,390.7426
0.01732,390.7613
0.017847,390.7164
0.018416,390.7439
0.017438,390.7463
0.016269,390.7489
0.016473,390.7701
0.016194,390.7208
0.018424,390.7517
0.017682,390.7314
0.017335,390.761
0.01684,390.6983
0.015809,390.7788
0.017195,390.825
0.017599,390.8387
0.018262,390.835
0.018082,390.7519
0.016213,390.8206
0.015771,390.8165
0.016291,390.8087
0.017441,390.8041
0.016518,390.7423
0.018473,390.8047
0.017284,390.8128
0.01651,390.8031
0.015935,390.835
0.017357,390.7738
0.01778,390.8066
0.017239,390.8047
0.016448,390.8087
0.016847,390.8134
0.017057,390.7938
0.017571,390.8112
0.018425,390.8421
0.016491,390.8343
0.016619,390.8016
0.017191,390.9186
0.01662,390.9591
0.018771,390.9707
0.018922,390.9695
0.017623,390.8933
0.016899,390.9376
0.015648,390.9682
0.017267,390.9766
0.018638,390.9719
0.018594,390.9404
0.017909,390.9473
0.018497,390.9541
0.016264,390.966
0.01688,390.9657
0.017005,390.9148
0.01723,390.9423
0.017813,390.9754
0.017204,390.9576
0.015878,390.9519
0.016247,390.9342
0.017527,390.9526
0.017269,390.9707
0.016854,390.9794
0.017818,390.9105
0.016087,391.0586
0.015898,391.0908
0.017413,391.1105
0.018193,391.1055
0.017447,391.0328
0.015625,391.0936
0.01602,391.1127
0.016305,391.1073
0.016701,391.1114
0.018428,391.0621
0.016868,391.1214
0.016545,391.0952
0.015765,391.1251
0.015617,391.1058
0.016954,391.0599
0.017921,391.1092
0.020299,391.0967
0.015366,391.1336
0.015866,391.1148
0.016535,391.0849
0.017699,391.1021
0.018505,391.137
0.017686,391.093
0.016728,391.0543
0.01747,391.1601
0.016664,391.1688
0.017824,391.186
0.017981,391.1947
0.017641,391.126
0.017384,391.1825
0.01743,391.1763
0.017046,391.1844
0.017512,391.1832
0.018055,391.1364
0.016018,391.1844
0.017405,391.1847
0.017086,391.1941
0.017049,391.2056
0.017474,391.1569
0.018559,391.156
0.018927,391.2006
0.016107,391.1953
0.016559,391.1928
0.015462,391.1591
0.01846,391.1738
0.018201,391.1741
0.018554,391.1713
0.017075,391.141
0.017232,391.3083
0.015711,391.3264
0.016982,391.3357
0.01726,391.3329
0.01845,391.239
0.017768,391.3164
0.016982,391.3064
0.015788,391.3229
0.01789,391.3298
0.016851,391.2475
0.01604,391.3105
0.018034,391.3438
0.016508,391.3208
0.015844,391.3136
0.016761,391.2574
0.018473,391.3142
0.016168,391.3251
0.015349,391.3529
0.016035,391.3186
0.016194,391.2714
0.0162,391.3248
0.018015,391.3298
0.018146,391.3286
0.016261,391.3064
0.015936,391.3454
0.015589,391.3978
0.016062,391.4028
0.018902,391.4159
0.01787,391.3229
0.016684,391.3797
0.015247,391.4003
0.015409,391.4006
0.017741,391.3885
0.017322,391.3473
0.017162,391.3944
0.018277,391.3944
0.01715,391.414
0.017065,391.3879
0.017629,391.371
0.017089,391.41
0.017497,391.4062
0.016267,391.4056
0.016734,391.4159
0.017018,391.3907
0.017717,391.4147
0.01885,391.3922
0.017932,391.39
0.017669,391.3495
0.01662,391.5033
0.017335,391.5566
0.016205,391.5473
0.017578,391.5385
0.018582,391.4905
0.016998,391.5245
0.017519,391.5576
0.017806,391.5532
0.017718,391.5173
0.01766,391.4946
0.01828,391.5388
0.016726,391.5279
0.017055,391.5544
0.0173,391.5557
0.018287,391.5257
0.018148,391.5379
0.017949,391.542
0.017179,391.5304
0.017487,391.5588
0.015448,391.5114
0.018659,391.5476
0.018565,391.5548
0.017265,391.5226
0.017271,391.4961
0.016441,391.6465
0.017335,391.7101
0.016787,391.7167
0.017871,391.6942
0.018806,391.6403
0.018138,391.6939
0.017278,391.6752
0.016845,391.7111
0.016823,391.6758
0.017828,391.6331
0.017867,391.6833
0.018935,391.6905
0.015762,391.6836
0.016788,391.6905
0.017688,391.6272
0.017965,391.7011
0.017737,391.7133
0.017369,391.6833
0.015248,391.6952
0.015948,391.6381
0.017623,391.6892
0.017498,391.668
0.018963,391.698
0.016305,391.6424
0.017419,391.776
0.017449,391.8243
0.016974,391.8639
0.017217,391.8396
0.0199,391.7572
0.018586,391.8044
0.016292,391.8343
0.014964,391.8268
0.017025,391.8424
0.017742,391.7866
0.015514,391.8246
0.015316,391.8371
0.016055,391.8387
0.018373,391.8381
0.017666,391.7916
0.016405,391.8312
0.017228,391.8178
0.018465,391.8359
0.016597,391.8406
0.016336,391.8003
0.01715,391.8334
0.018034,391.8128
0.017328,391.8097
0.01622,391.7981
0.016926,391.9245
0.016581,391.966
0.0168,391.9894
0.017923,391.9719
0.018504,391.9201
0.018168,391.9566
0.01717,391.9776
0.017347,392.0143
0.017191,391.9888
0.01892,391.9398
0.017117,391.9987
0.017714,391.9766
0.01764,391.986
0.016112,391.9853
0.018496,391.941
0.019344,391.9694
0.017865,391.9741
0.017488,391.9885
0.015977,391.9844
0.016593,391.9326
0.016475,391.9997
0.018392,391.9925
0.019459,392.0047
0.016721,391.9454
0.015026,392.0549
0.015881,392.1242
0.016151,392.1148
0.018138,392.1285
0.018242,392.0515
0.01759,392.1261
0.016942,392.1363
0.016172,392.1332
0.016726,392.1092
0.01909,392.0611
0.019237,392.1142
0.017507,392.1042
0.017348,392.1329
0.016615,392.1391
0.016907,392.1061
0.018543,392.1232
0.017151,392.1189
0.017164,392.1317
0.016922,392.1292
0.016799,392.0902
0.016944,392.136
0.0174,392.146
0.017482,392.1504
0.017512,392.108
0.017466,392.2315
0.015815,392.273
0.015697,392.283
0.018377,392.2677
0.01735,392.2221
0.019333,392.2652
0.017045,392.2665
0.016689,392.264
0.016246,392.2508
0.018182,392.2312
0.01777,392.2745
0.017376,392.2602
0.016073,392.2474
0.016325,392.2977
0.016518,392.2362
0.01761,392.2786
0.017987,392.2811
0.016412,392.2793
0.016785,392.2599
0.016701,392.2512
0.016693,392.2571
0.017995,392.2871
0.017847,392.2715
0.017568,392.2409
0.016204,392.3866
0.017217,392.4162
0.017326,392.4247
0.018506,392.3919
0.018154,392.3666
0.018402,392.3813
0.016783,392.409
0.016579,392.4381
0.016336,392.4368
0.017841,392.3516
0.019522,392.4022
0.017029,392.4343
0.018019,392.3919
0.015638,392.4321
0.015784,392.37
0.018843,392.4131
0.018938,392.4125
0.016868,392.4496
0.017038,392.4041
0.016177,392.3732
0.016631,392.4159
0.019243,392.4034
0.018378,392.4275
0.017923,392.3884
0.016635,392.5488
0.016113,392.6296
0.015689,392.6137
0.018574,392.6259
0.016774,392.5782
0.017637,392.5981
0.017441,392.6424
0.017371,392.6434
0.0174,392.6552
0.01774,392.5822
0.018534,392.6284
0.018356,392.653
0.016545,392.6168
0.016384,392.6112
0.016951,392.59
0.016689,392.653
0.018523,392.6275
0.017413,392.648
0.016823,392.6515
0.016847,392.5912
0.018662,392.6315
0.01701,392.6271
0.018145,392.6312
0.017416,392.5881
0.016865,392.7603
0.01743,392.7844
0.0175,392.7925
0.016979,392.809
0.018003,392.7226
0.018758,392.7719
0.016582,392.7753
0.016313,392.7884
0.016594,392.7813
0.016554,392.7164
0.018936,392.7672
0.018054,392.7688
0.016742,392.7779
0.017083,392.8022
0.016911,392.7398
0.017722,392.7653
0.019126,392.7947
0.018026,392.7841
0.017191,392.7816
0.016763,392.7488
0.016077,392.7757
0.016642,392.7938
0.018337,392.7994
0.017472,392.756
0.018553,392.9348
0.018614,392.9994
0.016521,393.0128
0.017778,392.9906
0.018711,392.9061
0.016445,392.9835
0.01676,393.0075
0.017682,393.0115
0.016884,393.0112
0.017176,392.951
0.01777,392.9903
0.018374,392.9822
0.017029,393.0012
0.016945,392.9956
0.016919,392.9466
0.018391,392.9937
0.019043,393.0222
0.017704,393.0106
0.01774,393.0115
0.016144,392.9822
0.017116,393.015
0.017711,392.9987
0.018658,393.0056
0.017335,392.995
0.017674,393.0964
0.016161,393.146
0.016266,393.1329
0.01763,393.1304
0.018544,393.0718
0.017463,393.1139
0.016932,393.1498
0.016857,393.146
0.017672,393.1644
0.017467,393.0587
0.018673,393.1248
0.018244,393.1491
0.018397,393.1572
0.01587,393.1831
0.018154,393.0858
0.017548,393.1201
0.018535,393.1504
0.018677,393.1366
0.017631,393.1491
0.016708,393.1201
0.016788,393.1304
0.018708,393.1354
0.016645,393.1482
0.018026,393.1251
0.017189,393.2328
0.016751,393.2739
0.016412,393.282
0.017957,393.2724
0.018956,393.2724
0.017348,393.2746
0.017114,393.3126
0.015824,393.2858
0.016651,393.2833
0.017341,393.2284
0.017413,393.2786
0.019047,393.2967
0.017094,393.2845
0.016933,393.2839
0.016109,393.2471
0.017332,393.3051
0.017819,393.283
0.018278,393.3054
0.017301,393.3089
0.017753,393.2611
0.016254,393.2874
0.017869,393.3026
0.018495,393.2958
0.018315,393.2487
0.016999,393.4596
0.017017,393.5129
0.018679,393.5417
0.016043,393.5273
0.018546,393.4646
0.018012,393.5145
0.017053,393.522
0.017197,393.5123
0.016713,393.5023
0.017506,393.4686
0.018108,393.5054
0.01718,393.493
0.017488,393.4861
0.016716,393.4839
0.0161,393.468
0.018273,393.5189
0.018045,393.4936
0.018071,393.5235
0.019272,393.4948
0.017695,393.4636
0.015852,393.497
0.016629,393.5263
0.01884,393.5432
0.017135,393.4792
0.016232,393.5997
0.016415,393.6543
0.017653,393.6649
0.01776,393.644
0.017968,393.5778
0.017712,393.6484
0.018738,393.6998
0.016354,393.6533
0.017932,393.6446
0.017816,393.57
0.018055,393.6371
0.016981,393.6393
0.016765,393.6624
0.015494,393.673
0.017342,393.61
0.018386,393.658
0.018484,393.6387
0.019498,393.6561
0.017418,393.6589
0.01543,393.6097
0.017883,393.6471
0.017329,393.6627
0.018528,393.654
0.019976,393.6368
0.017316,393.7313
0.016264,393.7987
0.015838,393.8043
0.017516,393.8031
0.017417,393.7276
0.018965,393.7794
0.017797,393.8031
0.016823,393.8056
0.016034,393.7838
0.017068,393.7491
0.018029,393.7962
0.017069,393.8009
0.017112,393.7828
0.016159,393.8062
0.017306,393.7544
0.018314,393.7582
0.019045,393.8075
0.01833,393.7906
0.017895,393.8262
0.017674,393.7732
0.017535,393.7956
0.017424,393.7878
0.019153,393.7669
0.018132,393.7941
0.018378,393.8927
0.017226,393.9547
0.017521,393.9479
0.016747,393.965
0.016362,393.9008
0.019156,393.9267
0.018514,393.9616
0.016722,393.941
0.01704,393.9613
0.017761,393.9054
0.017015,393.9316
0.017872,393.9373
0.018587,393.9938
0.015781,393.9594
0.017046,393.883
0.017572,393.9248
0.018392,393.9544
0.018429,393.9429
0.01803,393.9625
0.016699,393.9298
0.015659,393.9423
0.017221,393.9473
0.018313,393.9532
0.019767,393.931
0.019128,394.0471
0.016702,394.0942
0.016854,394.1148
0.017096,394.1192
0.018581,394.0299
0.019947,394.0562
0.017779,394.1079
0.017858,394.0696
0.016405,394.0895
0.018533,394.0711
0.019182,394.0936
0.01928,394.0948
0.019084,394.0917
0.017196,394.0992
0.016335,394.0377
0.016734,394.0805
0.019816,394.1008
0.018037,394.082
0.019011,394.0955
0.017542,394.0686
0.017441,394.082
0.01672,394.0805
0.018408,394.0998
0.019385,394.0801
0.016766,394.1791
0.017383,394.2187
0.016752,394.229
0.018772,394.243
0.018454,394.184
0.019571,394.2053
0.018723,394.219
0.016881,394.2255
0.016359,394.2374
0.016809,394.176
0.017259,394.2187
0.019185,394.2196
0.019325,394.2196
0.017773,394.2433
0.016571,394.1822
0.01623,394.2521
0.017472,394.2399
0.018243,394.2458
0.018355,394.2353
0.018003,394.1994
0.017593,394.2299
0.016437,394.2287
0.017284,394.2249
0.019329,394.2047
0.018874,394.253
0.016571,394.2939
0.017381,394.3201
0.017631,394.322
0.017366,394.2546
0.018149,394.3005
0.01815,394.3204
0.01662,394.3242
0.017392,394.3132
0.0178,394.2571
0.018408,394.3045
0.018291,394.3223
0.018504,394.2976
0.016831,394.2973
0.017155,394.2514
0.017326,394.3188
0.016893,394.3145
0.019726,394.3048
0.018995,394.3011
0.017072,394.2718
0.016538,394.3023
0.016553,394.3014
0.018605,394.2942
0.01837,394.2895
0.017922,394.3884
0.017894,394.4589
0.016856,394.4646
0.01846,394.4702
0.020137,394.4168
0.018832,394.4727
0.018696,394.4399
0.017213,394.4717
0.017259,394.4827
0.016143,394.4006
0.018034,394.4499
0.02035,394.4683
0.018838,394.4427
0.017678,394.4527
0.016665,394.4059
0.017094,394.4411
0.018608,394.4518
0.018688,394.4702
0.018994,394.4502
0.016568,394.4096
0.017449,394.4396
0.016934,394.4608
0.018103,394.4333
0.017974,394.4543
0.017981,394.4939
0.01737,394.5291
0.019275,394.5338
0.017092,394.5129
0.016877,394.4824
0.017744,394.5376
0.018599,394.5251
0.018711,394.5163
0.017378,394.5254
0.016004,394.4758
0.018221,394.5232
0.019223,394.5422
0.018177,394.5176
0.017415,394.5391
0.017694,394.4717
0.018328,394.5242
0.017033,394.5263
0.019053,394.5285
0.018281,394.5254
0.018599,394.4936
0.015589,394.5092
0.017356,394.5401
0.017874,394.5413
0.018895,394.5148
0.019242,394.5625
0.018876,394.5956
0.018102,394.6046
0.017995,394.6124
0.016614,394.5307
0.017187,394.5713
0.017518,394.6037
0.016943,394.6087
0.016953,394.5968
0.016654,394.5341
0.018324,394.5725
0.019988,394.5806
0.017754,394.6215
0.019242,394.6106
0.01682,394.5582
0.017962,394.6062
0.01729,394.599
0.019563,394.5856
0.018884,394.5987
0.017646,394.5479
0.017225,394.6022
0.017805,394.5968
0.019004,394.5994
0.018596,394.5865
0.019085,394.6277
0.017289,394.6639
0.017476,394.6658
0.016986,394.6783
0.018309,394.61
0.019374,394.6739
0.019325,394.6586
0.017019,394.6842
0.016817,394.6917
0.017648,394.5931
0.017876,394.6524
0.01818,394.6543
0.018533,394.6649
0.018234,394.619
0.016994,394.6268
0.016454,394.6748
0.01799,394.6842
0.019109,394.6655
0.019006,394.687
0.016695,394.634
0.0182,394.6539
0.017733,394.688
0.017799,394.6792
0.020127,394.6845
0.019123,394.7323
0.018559,394.76
0.017029,394.7526
0.017687,394.7522
0.017066,394.6973
0.017485,394.721
0.018271,394.7385
0.017643,394.74
0.017478,394.7669
0.017655,394.6874
0.017737,394.7232
0.019634,394.7248
0.018521,394.7485
0.01783,394.7441
0.017847,394.7257
0.017376,394.7476
0.018276,394.7267
0.019128,394.7466
0.019506,394.7438
0.016835,394.7004
0.016684,394.7363
0.017824,394.7678
0.018353,394.7622
0.019017,394.7681
0.018714,394.8324
0.018753,394.8964
0.018022,394.9032
0.016649,394.8786
0.01747,394.8028
0.018467,394.8421
0.019242,394.8908
0.019027,394.8854
0.017741,394.8817
0.016649,394.8405
0.017687,394.8836
0.019203,394.8902
0.018322,394.8792
0.017789,394.8664
0.017496,394.8602
0.017153,394.8995
0.016944,394.9057
0.019569,394.887
0.019349,394.9036
0.018567,394.853
0.016482,394.8861
0.016367,394.8883
0.017935,394.9269
0.019235,394.8677
0.018135,394.9132
0.019053,394.9485
0.01804,394.9538
0.018274,394.9872
0.017697,394.8842
0.018684,394.9613
0.020256,394.9815
0.017757,394.9441
0.017307,394.9432
0.016249,394.9085
0.017667,394.9666
0.017819,394.9738
0.017595,394.9441
0.017743,394.961
0.016693,394.9017
0.018391,394.9488
0.017886,394.9616
0.017453,394.9713
0.018607,394.9476
0.017944,394.9229
0.017388,394.9525
0.016654,394.9563
0.017074,394.9532
0.018646,394.96
0.018741,395.0202
0.018049,395.1029
0.016321,395.0964
0.017599,395.131
0.01817,395.0515
0.019146,395.1123
0.019086,395.1163
0.017979,395.0833
0.018934,395.1251
0.016311,395.0621
0.017393,395.107
0.017781,395.1245
0.017664,395.1191
0.01925,395.1401
0.018387,395.0851
0.016505,395.1129
0.017165,395.0992
0.017945,395.1073
0.018991,395.0964
0.019773,395.0717
0.018225,395.1157
0.018067,395.1195
0.01839,395.1107
0.017894,395.1335
0.019161,395.1235
0.01741,395.1943
0.017643,395.1915
0.016955,395.1903
0.017422,395.1282
0.018883,395.1819
0.019756,395.1993
0.018409,395.1766
0.018761,395.1744
0.016622,395.1142
0.016696,395.1716
0.017256,395.1591
0.018906,395.1613
0.018473,395.18
0.017803,395.0914
0.016883,395.1822
0.018721,395.1772
0.018445,395.1525
0.018437,395.1772
0.018374,395.1226
0.017559,395.1675
0.017138,395.1878
0.016209,395.1903
0.018177,395.1688
0.019552,395.2636
0.01904,395.3248
0.019005,395.317
0.017795,395.3319
0.017622,395.2599
0.019354,395.3173
0.019059,395.3008
0.018186,395.3182
0.018194,395.3329
0.018737,395.2667
0.018034,395.3382
0.019029,395.331
0.019418,395.3263
0.019165,395.3213
0.018572,395.2836
0.018489,395.3291
0.018376,395.3469
0.017445,395.3397
0.019757,395.3223
0.019388,395.2817
0.017646,395.3388
0.017621,395.3248
0.017335,395.3397
0.01688,395.3157
0.019088,395.4118
0.018226,395.4446
0.018564,395.4783
0.018726,395.4749
0.017931,395.4243
0.018171,395.4751
0.019992,395.4727
0.0182,395.4642
